date,puzzle_number,solution,word_length,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,unique_letters,repeated_letters,has_duplicates,vowel_count,consonant_count,pos_1_letter,pos_2_letter,pos_3_letter,pos_4_letter,pos_5_letter,starts_with_vowel,ends_with_vowel,contains_common_pairs,contains_rare_letters,has_double_letters,double_letters,pos_6_letter,pos_7_letter
2022-03-07,261,HOARD,5,2022,3,7,0,66,10,1,False,5,0,False,2,3,H,O,A,R,D,False,False,False,False,False,,,
2022-03-08,262,SWEET,5,2022,3,8,1,67,10,1,False,4,1,True,2,3,S,W,E,E,T,False,False,False,False,True,E,,
2022-03-09,263,MONTH,5,2022,3,9,2,68,10,1,False,5,0,False,1,4,M,O,N,T,H,False,False,True,False,False,,,
2022-03-10,264,LAPSE,5,2022,3,10,3,69,10,1,False,5,0,False,2,3,L,A,P,S,E,False,True,False,False,False,,,
2022-03-11,265,WATCH,5,2022,3,11,4,70,10,1,False,5,0,False,1,4,W,A,T,C,H,False,False,True,False,False,,,
2022-03-12,266,TODAY,5,2022,3,12,5,71,10,1,True,5,0,False,2,3,T,O,D,A,Y,False,False,False,False,False,,,
2022-03-13,267,FOCUS,5,2022,3,13,6,72,10,1,True,5,0,False,2,3,F,O,C,U,S,False,False,False,False,False,,,
2022-03-14,268,SMELT,5,2022,3,14,0,73,11,1,False,5,0,False,1,4,S,M,E,L,T,False,False,False,False,False,,,
2022-03-15,269,TEASE,5,2022,3,15,1,74,11,1,False,4,1,True,3,2,T,E,A,S,E,False,True,True,False,False,,,
2022-03-16,270,CATER,5,2022,3,16,2,75,11,1,False,5,0,False,2,3,C,A,T,E,R,False,False,True,False,False,,,
2022-03-17,271,MOVIE,5,2022,3,17,3,76,11,1,False,5,0,False,3,2,M,O,V,I,E,False,True,False,False,False,,,
2022-03-18,272,SAUTE,5,2022,3,18,4,77,11,1,False,5,0,False,3,2,S,A,U,T,E,False,True,False,False,False,,,
2022-03-19,273,ALLOW,5,2022,3,19,5,78,11,1,True,4,1,True,2,3,A,L,L,O,W,True,False,False,False,True,L,,
2022-03-20,274,RENEW,5,2022,3,20,6,79,11,1,True,4,1,True,2,3,R,E,N,E,W,False,False,True,False,False,,,
2022-03-21,275,THEIR,5,2022,3,21,0,80,12,1,False,5,0,False,2,3,T,H,E,I,R,False,False,True,False,False,,,
2022-03-22,276,SLOSH,5,2022,3,22,1,81,12,1,False,4,1,True,1,4,S,L,O,S,H,False,False,False,False,False,,,
2022-03-23,277,PURGE,5,2022,3,23,2,82,12,1,False,5,0,False,2,3,P,U,R,G,E,False,True,False,False,False,,,
2022-03-24,278,CHEST,5,2022,3,24,3,83,12,1,False,5,0,False,1,4,C,H,E,S,T,False,False,True,False,False,,,
2022-03-25,279,DEPOT,5,2022,3,25,4,84,12,1,False,5,0,False,2,3,D,E,P,O,T,False,False,False,False,False,,,
2022-03-26,280,EPOXY,5,2022,3,26,5,85,12,1,True,5,0,False,2,3,E,P,O,X,Y,True,False,False,True,False,,,
2022-03-27,281,NYMPH,5,2022,3,27,6,86,12,1,True,5,0,False,0,5,N,Y,M,P,H,False,False,False,False,False,,,
2022-03-28,282,FOUND,5,2022,3,28,0,87,13,1,False,5,0,False,2,3,F,O,U,N,D,False,False,True,False,False,,,
2022-03-29,283,SHALL,5,2022,3,29,1,88,13,1,False,4,1,True,1,4,S,H,A,L,L,False,False,False,False,True,L,,
2022-03-30,284,HARRY,5,2022,3,30,2,89,13,1,False,4,1,True,1,4,H,A,R,R,Y,False,False,False,False,True,R,,
2022-03-31,285,STOVE,5,2022,3,31,3,90,13,1,False,5,0,False,2,3,S,T,O,V,E,False,True,True,False,False,,,
2022-04-01,286,LOWLY,5,2022,4,1,4,91,13,2,False,4,1,True,1,4,L,O,W,L,Y,False,False,False,False,False,,,
2022-04-02,287,SNOUT,5,2022,4,2,5,92,13,2,True,5,0,False,2,3,S,N,O,U,T,False,False,True,False,False,,,
2022-04-03,288,TROPE,5,2022,4,3,6,93,13,2,True,5,0,False,2,3,T,R,O,P,E,False,True,False,False,False,,,
2022-04-04,289,FEWER,5,2022,4,4,0,94,14,2,False,4,1,True,2,3,F,E,W,E,R,False,False,True,False,False,,,
2022-04-05,290,SHAWL,5,2022,4,5,1,95,14,2,False,5,0,False,1,4,S,H,A,W,L,False,False,False,False,False,,,
2022-04-06,291,NATAL,5,2022,4,6,2,96,14,2,False,4,1,True,2,3,N,A,T,A,L,False,False,True,False,False,,,
2022-04-07,292,COMMA,5,2022,4,7,3,97,14,2,False,4,1,True,2,3,C,O,M,M,A,False,True,False,False,True,M,,
2022-04-08,293,FORAY,5,2022,4,8,4,98,14,2,False,5,0,False,2,3,F,O,R,A,Y,False,False,False,False,False,,,
2022-04-09,294,SCARE,5,2022,4,9,5,99,14,2,True,5,0,False,2,3,S,C,A,R,E,False,True,True,False,False,,,
2022-04-10,295,STAIR,5,2022,4,10,6,100,14,2,True,5,0,False,2,3,S,T,A,I,R,False,False,True,False,False,,,
2022-04-11,296,BLACK,5,2022,4,11,0,101,15,2,False,5,0,False,1,4,B,L,A,C,K,False,False,False,False,False,,,
2022-04-12,297,SQUAD,5,2022,4,12,1,102,15,2,False,5,0,False,2,3,S,Q,U,A,D,False,False,False,True,False,,,
2022-04-13,298,ROYAL,5,2022,4,13,2,103,15,2,False,5,0,False,2,3,R,O,Y,A,L,False,False,False,False,False,,,
2022-04-14,299,CHUNK,5,2022,4,14,3,104,15,2,False,5,0,False,1,4,C,H,U,N,K,False,False,False,False,False,,,
2022-04-15,300,MINCE,5,2022,4,15,4,105,15,2,False,5,0,False,2,3,M,I,N,C,E,False,True,True,False,False,,,
2022-04-16,301,SLAVE,5,2022,4,16,5,106,15,2,True,5,0,False,2,3,S,L,A,V,E,False,True,False,False,False,,,
2022-04-17,302,SHAME,5,2022,4,17,6,107,15,2,True,5,0,False,2,3,S,H,A,M,E,False,True,False,False,False,,,
2022-04-18,303,CHEEK,5,2022,4,18,0,108,16,2,False,4,1,True,2,3,C,H,E,E,K,False,False,True,False,True,E,,
2022-04-19,304,AMPLE,5,2022,4,19,1,109,16,2,False,5,0,False,2,3,A,M,P,L,E,True,True,False,False,False,,,
2022-04-20,305,FLAIR,5,2022,4,20,2,110,16,2,False,5,0,False,2,3,F,L,A,I,R,False,False,False,False,False,,,
2022-04-21,306,FOYER,5,2022,4,21,3,111,16,2,False,5,0,False,2,3,F,O,Y,E,R,False,False,True,False,False,,,
2022-04-22,307,CARGO,5,2022,4,22,4,112,16,2,False,5,0,False,2,3,C,A,R,G,O,False,True,False,False,False,,,
2022-04-23,308,OXIDE,5,2022,4,23,5,113,16,2,True,5,0,False,3,2,O,X,I,D,E,True,True,False,True,False,,,
2022-04-24,309,PLANT,5,2022,4,24,6,114,16,2,True,5,0,False,1,4,P,L,A,N,T,False,False,True,False,False,,,
2022-04-25,310,OLIVE,5,2022,4,25,0,115,17,2,False,5,0,False,3,2,O,L,I,V,E,True,True,False,False,False,,,
2022-04-26,311,INERT,5,2022,4,26,1,116,17,2,False,5,0,False,2,3,I,N,E,R,T,True,False,True,False,False,,,
2022-04-27,312,ASKEW,5,2022,4,27,2,117,17,2,False,5,0,False,2,3,A,S,K,E,W,True,False,False,False,False,,,
2022-04-28,313,HEIST,5,2022,4,28,3,118,17,2,False,5,0,False,2,3,H,E,I,S,T,False,False,True,False,False,,,
2022-04-29,314,SHOWN,5,2022,4,29,4,119,17,2,False,5,0,False,1,4,S,H,O,W,N,False,False,False,False,False,,,
2022-04-30,315,ZESTY,5,2022,4,30,5,120,17,2,True,5,0,False,1,4,Z,E,S,T,Y,False,False,True,True,False,,,
2022-05-01,316,HASTY,5,2022,5,1,6,121,17,2,True,5,0,False,1,4,H,A,S,T,Y,False,False,True,False,False,,,
2022-05-02,317,TRASH,5,2022,5,2,0,122,18,2,False,5,0,False,1,4,T,R,A,S,H,False,False,False,False,False,,,
2022-05-03,318,FELLA,5,2022,5,3,1,123,18,2,False,4,1,True,2,3,F,E,L,L,A,False,True,False,False,True,L,,
2022-05-04,319,LARVA,5,2022,5,4,2,124,18,2,False,4,1,True,2,3,L,A,R,V,A,False,True,False,False,False,,,
2022-05-05,320,HOMER,5,2022,5,5,3,125,18,2,False,5,0,False,2,3,H,O,M,E,R,False,False,True,False,False,,,
2022-05-06,321,BADGE,5,2022,5,6,4,126,18,2,False,5,0,False,2,3,B,A,D,G,E,False,True,False,False,False,,,
2022-05-07,322,MIDST,5,2022,5,7,5,127,18,2,True,5,0,False,1,4,M,I,D,S,T,False,False,True,False,False,,,
2022-05-08,323,CANNY,5,2022,5,8,6,128,18,2,True,4,1,True,1,4,C,A,N,N,Y,False,False,True,False,True,N,,
2022-05-09,324,FICUS,5,2022,5,9,0,129,19,2,False,5,0,False,2,3,F,I,C,U,S,False,False,False,False,False,,,
2022-05-10,325,BUTCH,5,2022,5,10,1,130,19,2,False,5,0,False,1,4,B,U,T,C,H,False,False,False,False,False,,,
2022-05-11,326,FARCE,5,2022,5,11,2,131,19,2,False,5,0,False,2,3,F,A,R,C,E,False,True,False,False,False,,,
2022-05-12,327,SLUNG,5,2022,5,12,3,132,19,2,False,5,0,False,1,4,S,L,U,N,G,False,False,False,False,False,,,
2022-05-13,328,TIPSY,5,2022,5,13,4,133,19,2,False,5,0,False,1,4,T,I,P,S,Y,False,False,False,False,False,,,
2022-05-14,329,METAL,5,2022,5,14,5,134,19,2,True,5,0,False,2,3,M,E,T,A,L,False,False,False,False,False,,,
2022-05-15,330,YIELD,5,2022,5,15,6,135,19,2,True,5,0,False,2,3,Y,I,E,L,D,False,False,False,False,False,,,
2022-05-16,331,DELVE,5,2022,5,16,0,136,20,2,False,4,1,True,2,3,D,E,L,V,E,False,True,False,False,False,,,
2022-05-17,332,BEING,5,2022,5,17,1,137,20,2,False,5,0,False,2,3,B,E,I,N,G,False,False,True,False,False,,,
2022-05-18,333,SCOUR,5,2022,5,18,2,138,20,2,False,5,0,False,2,3,S,C,O,U,R,False,False,True,False,False,,,
2022-05-19,334,GLASS,5,2022,5,19,3,139,20,2,False,4,1,True,1,4,G,L,A,S,S,False,False,False,False,True,S,,
2022-05-20,335,GAMER,5,2022,5,20,4,140,20,2,False,5,0,False,2,3,G,A,M,E,R,False,False,True,False,False,,,
2022-05-21,336,SCRAP,5,2022,5,21,5,141,20,2,True,5,0,False,1,4,S,C,R,A,P,False,False,False,False,False,,,
2022-05-22,337,MONEY,5,2022,5,22,6,142,20,2,True,5,0,False,2,3,M,O,N,E,Y,False,False,True,False,False,,,
2022-05-23,338,HINGE,5,2022,5,23,0,143,21,2,False,5,0,False,2,3,H,I,N,G,E,False,True,True,False,False,,,
2022-05-24,339,ALBUM,5,2022,5,24,1,144,21,2,False,5,0,False,2,3,A,L,B,U,M,True,False,False,False,False,,,
2022-05-25,340,VOUCH,5,2022,5,25,2,145,21,2,False,5,0,False,2,3,V,O,U,C,H,False,False,True,False,False,,,
2022-05-26,341,ASSET,5,2022,5,26,3,146,21,2,False,4,1,True,2,3,A,S,S,E,T,True,False,False,False,True,S,,
2022-05-27,342,TIARA,5,2022,5,27,4,147,21,2,False,4,1,True,3,2,T,I,A,R,A,False,True,False,False,False,,,
2022-05-28,343,CREPT,5,2022,5,28,5,148,21,2,True,5,0,False,1,4,C,R,E,P,T,False,False,True,False,False,,,
2022-05-29,344,BAYOU,5,2022,5,29,6,149,21,2,True,5,0,False,3,2,B,A,Y,O,U,False,True,True,False,False,,,
2022-05-30,345,ATOLL,5,2022,5,30,0,150,22,2,False,4,1,True,2,3,A,T,O,L,L,True,False,True,False,True,L,,
2022-05-31,346,MANOR,5,2022,5,31,1,151,22,2,False,5,0,False,2,3,M,A,N,O,R,False,False,True,False,False,,,
2022-06-01,347,CREAK,5,2022,6,1,2,152,22,2,False,5,0,False,2,3,C,R,E,A,K,False,False,True,False,False,,,
2022-06-02,348,SHOWY,5,2022,6,2,3,153,22,2,False,5,0,False,1,4,S,H,O,W,Y,False,False,False,False,False,,,
2022-06-03,349,PHASE,5,2022,6,3,4,154,22,2,False,5,0,False,2,3,P,H,A,S,E,False,True,False,False,False,,,
2022-06-04,350,FROTH,5,2022,6,4,5,155,22,2,True,5,0,False,1,4,F,R,O,T,H,False,False,True,False,False,,,
2022-06-05,351,DEPTH,5,2022,6,5,6,156,22,2,True,5,0,False,1,4,D,E,P,T,H,False,False,True,False,False,,,
2022-06-06,352,GLOOM,5,2022,6,6,0,157,23,2,False,4,1,True,2,3,G,L,O,O,M,False,False,False,False,True,O,,
2022-06-07,353,FLOOD,5,2022,6,7,1,158,23,2,False,4,1,True,2,3,F,L,O,O,D,False,False,False,False,True,O,,
2022-06-08,354,TRAIT,5,2022,6,8,2,159,23,2,False,4,1,True,2,3,T,R,A,I,T,False,False,False,False,False,,,
2022-06-09,355,GIRTH,5,2022,6,9,3,160,23,2,False,5,0,False,1,4,G,I,R,T,H,False,False,True,False,False,,,
2022-06-10,356,PIETY,5,2022,6,10,4,161,23,2,False,5,0,False,2,3,P,I,E,T,Y,False,False,False,False,False,,,
2022-06-11,357,GOOSE,5,2022,6,11,5,162,23,2,True,4,1,True,3,2,G,O,O,S,E,False,True,False,False,True,O,,
2022-06-12,358,FLOAT,5,2022,6,12,6,163,23,2,True,5,0,False,2,3,F,L,O,A,T,False,False,True,False,False,,,
2022-06-13,359,DONOR,5,2022,6,13,0,164,24,2,False,4,1,True,2,3,D,O,N,O,R,False,False,True,False,False,,,
2022-06-14,360,ATONE,5,2022,6,14,1,165,24,2,False,5,0,False,3,2,A,T,O,N,E,True,True,True,False,False,,,
2022-06-15,361,PRIMO,5,2022,6,15,2,166,24,2,False,5,0,False,2,3,P,R,I,M,O,False,True,False,False,False,,,
2022-06-16,362,APRON,5,2022,6,16,3,167,24,2,False,5,0,False,2,3,A,P,R,O,N,True,False,True,False,False,,,
2022-06-17,363,BLOWN,5,2022,6,17,4,168,24,2,False,5,0,False,1,4,B,L,O,W,N,False,False,False,False,False,,,
2022-06-18,364,CACAO,5,2022,6,18,5,169,24,2,True,3,2,True,3,2,C,A,C,A,O,False,True,False,False,False,,,
2022-06-19,365,LOSER,5,2022,6,19,6,170,24,2,True,5,0,False,2,3,L,O,S,E,R,False,False,True,False,False,,,
2022-06-20,366,INPUT,5,2022,6,20,0,171,25,2,False,5,0,False,2,3,I,N,P,U,T,True,False,True,False,False,,,
2022-06-21,367,GLOAT,5,2022,6,21,1,172,25,2,False,5,0,False,2,3,G,L,O,A,T,False,False,True,False,False,,,
2022-06-22,368,AWFUL,5,2022,6,22,2,173,25,2,False,5,0,False,2,3,A,W,F,U,L,True,False,False,False,False,,,
2022-06-23,369,BRINK,5,2022,6,23,3,174,25,2,False,5,0,False,1,4,B,R,I,N,K,False,False,True,False,False,,,
2022-06-24,370,SMITE,5,2022,6,24,4,175,25,2,False,5,0,False,2,3,S,M,I,T,E,False,True,False,False,False,,,
2022-06-25,371,BEADY,5,2022,6,25,5,176,25,2,True,5,0,False,2,3,B,E,A,D,Y,False,False,True,False,False,,,
2022-06-26,372,RUSTY,5,2022,6,26,6,177,25,2,True,5,0,False,1,4,R,U,S,T,Y,False,False,True,False,False,,,
2022-06-27,373,RETRO,5,2022,6,27,0,178,26,2,False,4,1,True,2,3,R,E,T,R,O,False,True,True,False,False,,,
2022-06-28,374,DROLL,5,2022,6,28,1,179,26,2,False,4,1,True,1,4,D,R,O,L,L,False,False,False,False,True,L,,
2022-06-29,375,GAWKY,5,2022,6,29,2,180,26,2,False,5,0,False,1,4,G,A,W,K,Y,False,False,False,False,False,,,
2022-06-30,376,HUTCH,5,2022,6,30,3,181,26,2,False,4,1,True,1,4,H,U,T,C,H,False,False,False,False,False,,,
2022-07-01,377,PINTO,5,2022,7,1,4,182,26,3,False,5,0,False,2,3,P,I,N,T,O,False,True,True,False,False,,,
2022-07-02,378,EGRET,5,2022,7,2,5,183,26,3,True,4,1,True,2,3,E,G,R,E,T,True,False,True,False,False,,,
2022-07-03,379,LILAC,5,2022,7,3,6,184,26,3,True,4,1,True,2,3,L,I,L,A,C,False,False,False,False,False,,,
2022-07-04,380,SEVER,5,2022,7,4,0,185,27,3,False,4,1,True,2,3,S,E,V,E,R,False,False,True,False,False,,,
2022-07-05,381,FIELD,5,2022,7,5,1,186,27,3,False,5,0,False,2,3,F,I,E,L,D,False,False,False,False,False,,,
2022-07-06,382,FLUFF,5,2022,7,6,2,187,27,3,False,3,2,True,1,4,F,L,U,F,F,False,False,False,False,True,F,,
2022-07-07,383,AGAPE,5,2022,7,7,3,188,27,3,False,4,1,True,3,2,A,G,A,P,E,True,True,False,False,False,,,
2022-07-08,384,VOICE,5,2022,7,8,4,189,27,3,False,5,0,False,3,2,V,O,I,C,E,False,True,False,False,False,,,
2022-07-09,385,STEAD,5,2022,7,9,5,190,27,3,True,5,0,False,2,3,S,T,E,A,D,False,False,True,False,False,,,
2022-07-10,386,BERTH,5,2022,7,10,6,191,27,3,True,5,0,False,1,4,B,E,R,T,H,False,False,True,False,False,,,
2022-07-11,387,MADAM,5,2022,7,11,0,192,28,3,False,3,2,True,2,3,M,A,D,A,M,False,False,False,False,False,,,
2022-07-12,388,NIGHT,5,2022,7,12,1,193,28,3,False,5,0,False,1,4,N,I,G,H,T,False,False,False,False,False,,,
2022-07-13,389,BLAND,5,2022,7,13,2,194,28,3,False,5,0,False,1,4,B,L,A,N,D,False,False,True,False,False,,,
2022-07-14,390,LIVER,5,2022,7,14,3,195,28,3,False,5,0,False,2,3,L,I,V,E,R,False,False,True,False,False,,,
2022-07-15,391,WEDGE,5,2022,7,15,4,196,28,3,False,4,1,True,2,3,W,E,D,G,E,False,True,True,False,False,,,
2022-07-16,392,AUGUR,5,2022,7,16,5,197,28,3,True,4,1,True,3,2,A,U,G,U,R,True,False,False,False,False,,,
2022-07-17,393,ROBED,5,2022,7,17,6,198,28,3,True,5,0,False,2,3,R,O,B,E,D,False,False,True,False,False,,,
2022-07-18,394,PERCÉ,5,2022,7,18,0,199,29,3,False,5,0,False,1,4,P,E,R,C,É,False,False,True,False,False,,,
2022-07-19,395,NERDY,5,2022,7,19,1,200,29,3,False,5,0,False,1,4,N,E,R,D,Y,False,False,True,False,False,,,
2022-07-20,396,CURVY,5,2022,7,20,2,201,29,3,False,5,0,False,1,4,C,U,R,V,Y,False,False,False,False,False,,,
2022-07-21,397,WIDOW,5,2022,7,21,3,202,29,3,False,4,1,True,2,3,W,I,D,O,W,False,False,False,False,False,,,
2022-07-22,398,FEMUR,5,2022,7,22,4,203,29,3,False,5,0,False,2,3,F,E,M,U,R,False,False,False,False,False,,,
2022-07-23,399,TRIBE,5,2022,7,23,5,204,29,3,True,5,0,False,2,3,T,R,I,B,E,False,True,False,False,False,,,
